TICKER,0
AGG,0.0005
DBC,0.0005
GLD,0.0005
IBB,0.0005
ITA,0.0005
PBJ,0.0005
TLT,0.0005
VNQ,0.0005
VTI,0.0005
XLB,0.0005
XLE,0.0005
XLF,0.0005
XLI,0.0005
XLK,0.0005
XLP,0.0005
XLU,0.0005
XLV,0.0005
XLY,0.0005
cash,0.0005
