DATE,AGG,DBC,GLD,IBB,ITA,PBJ,TLT,VNQ,VTI,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2009-07-06,0.002966866426140857,-0.026208043352581426,-0.0016187597480321616,0.004887628340250916,0.0007046447736633876,0.016471787869783202,0.0018423015689538191,0.028851504872092208,0.0,-0.004201183016639742,-0.006430872470902016,0.004622942847183453,0.004219268059673875,0.0009468407866984883,0.0242840871014024,0.00958200705575385,0.011518093556928457,0.008686051673023942
2013-02-08,-0.005760492876395906,-0.0021648098774578184,-0.007700854315089045,0.003127177894391986,-0.0006478773327998066,-0.0042906054864115814,-0.0021755690637232927,0.0031927607050190603,0.0,-0.0001577613623342522,0.0033444053449351863,-0.003754697391914919,-0.0020771011018863032,0.002730458610366693,-0.006832388443473668,-0.00603260171993325,0.00139716377809318,0.0017162558203012155
2014-07-30,-0.004250973675621439,-0.0049916276814723215,-0.0036432998729456494,0.009006610204206789,0.0021844343505350587,-0.015180781930638876,-0.01457571915537603,-0.0027880414325324177,0.0,-0.005900538331508276,-0.006626629213338564,0.003701787320293137,0.0002580454863054804,0.00031927463891068264,-0.011283159055872405,-0.017577542733910767,0.003348135722255785,0.004854212555341464
2010-10-28,0.0024988431281813828,0.005177220230983659,0.013279879555281092,0.00573484763296972,0.001942433339219507,0.005623751737348082,0.0027212255593629386,-0.006195335276968028,0.0,0.0005797101449276365,-0.002191134333389466,-0.00034293552812081346,-0.0021739130434782483,0.0,0.003500175008750439,0.002532446976891478,0.005784061696658015,0.004557106237539354
2012-02-16,-0.012133760452071485,-0.00740889919576304,-0.012595209120009332,-0.004155817398988848,-0.00623287363980185,-0.002660044274841677,-0.019949362169642385,-0.0014093748715244825,0.0,0.005758406685166806,0.001085398814974381,0.0035966476007887045,-0.002713634542175658,0.002632791764414666,-0.0055542274998103824,-0.0012899407694657585,-0.0064217915256308275,-0.007708482967998087
2006-07-03,-0.010142572831796648,0.01880269479413044,0.007835751647735867,-0.0041031775166817655,-0.003439535604536914,-0.0004993619866411336,-0.012541947487109241,0.01087251755449059,0.0,0.0041584875859248535,0.003069380033809521,0.004070635962692748,-0.004130272859333982,-0.00030125991366491967,-0.0018920031423310668,0.003469443882493595,-0.005695391660477611,-0.006182064316961665
2006-12-18,0.004691589181026967,-0.037050757194112986,0.004749181137764347,-0.0030565816549610325,-0.008275372159357586,4.0045374593788985e-05,0.004427779775206697,-0.0021605450802359982,0.0,-0.0060846736154998035,-0.024754286447501217,0.009011476219731418,0.005229807069209946,0.00027340947698883955,0.0033259837244808965,-0.0029449972818261787,0.0061886245163541576,0.0033132093626251358
2010-11-16,0.018343398626994526,-0.013732594801656006,0.004946562962626189,0.005989228717573125,0.004568497883742585,0.0005881779458059012,0.04072779165772933,-0.018423886531777955,0.0,-0.005660849444494187,-0.0027724525041161736,-0.0007494389892982456,-0.0002372032954851555,-0.0022177038596676857,0.004769612691710501,0.0043041052021777215,0.0013673947228859396,0.0022778398049898567
2006-03-23,-0.0005716004323763624,0.017278035858152574,-0.0006806606964343543,-0.0029185518832782753,0.0002325813126979881,-0.0023855461028362557,-0.002923415080449021,0.0029004336915330327,0.0,0.0030468402245178443,0.015027725470512896,-0.0046085684603730534,-0.0039033123357510298,-0.002032937491108111,-0.007217749813129838,-0.001033642175747751,-0.005236880856855364,-0.0003580861415252157
2014-01-10,0.002242413230432394,0.003652578456387223,0.012369848195365352,0.015300058900667548,0.001756425840517828,0.0013743106991659368,0.009095760568854194,0.010818874483959462,0.0,0.0002517687397880497,-0.0020189813554467584,-0.004637569380180007,-0.00128224209026917,-0.0008393387342982006,-0.0014080546677919248,0.011506055853947705,0.0010672731221712528,0.00019873438375994643
2006-08-18,-0.003266629703517765,0.0012932938164256225,-0.0038102753557884843,-0.0013352403092721232,-0.004601481770306504,-0.0020082052138883366,-0.001084623881471236,0.000513421467733588,0.0,-0.003974129198160981,0.011573573982051057,-0.002481146218167085,-0.006427364402086133,-0.00011870751141418445,0.0020162861373023144,0.007215505666385623,-0.002424222192581205,-0.004276244001786278
2011-04-18,0.013693521801754649,0.005858864795323049,0.018053356223886933,-0.00011444880268540734,-0.003914508396939409,0.002167430226703404,0.014252657209503859,0.002998930849583914,0.0,-0.0019870255620404453,-0.002911751215243341,-0.0016441794291182088,-0.002287620154978076,0.0030510427382230976,0.006474230013550297,0.0032638102407099856,0.0007837214850525688,0.003069354221502563
2011-07-18,0.007739586476095296,0.0036547699074721547,0.0180540975531317,-0.0021348063035829807,-0.0019968084402974817,-0.0011796293812629255,-0.0004436618444235707,0.002220032743854184,0.0,-0.002650971582472961,0.005843939657935947,-0.0042412999355002645,-0.001993866653584142,0.005754491310290821,0.0028491625121049857,-0.0003656126065756382,0.0018382509010838046,-0.00045310776309370754
2014-12-09,0.0009819765917327141,0.006498547194075277,0.0202503144815942,0.003036109446683533,0.006379419489175532,0.00041600839986521976,0.004574895090419418,0.0039972438486768356,0.0,0.002089119593526645,0.010339817313976818,-0.0029707988125263762,-0.000388440106249055,-0.0008048906304907177,-0.003847076237320057,0.00440902348763772,-0.004787997928242027,-0.002397301206149893
2006-03-03,-0.0003730968194217698,0.010931315148519305,-0.006474234211152785,-0.008603577176836906,0.0016329212347407918,0.0002806561907922056,-0.004154502248842951,-0.003859907572094756,0.0,0.0019480803901141817,0.0018176958097593234,-0.0008210664953205438,0.004082400720350153,-0.004241457436745866,0.004187199651088268,-0.003296222326565568,-0.0017548212968268027,0.0010359063093675622
2012-04-11,-0.008242523307906868,-0.005850183280123211,-0.008550651755598104,0.00046829158203554055,0.00510836719808272,0.0010612386917185912,-0.020312635044185567,0.004474548440065451,0.0,0.002459055192653548,-0.008084223534526203,0.00736472945891764,0.002893161193750382,-0.002408159810394661,-0.003399122807017818,-0.005998248686514884,-0.004783360640815637,0.005456600015322
2009-06-16,0.015308128895958228,0.010076794769075305,0.023035460152360576,0.011305268177161598,0.0005141883491587285,0.005443482719002746,0.031329307668302775,-0.00444402471024985,0.0,-0.013032570985204715,-0.007384679439695119,-0.00333095345220058,-0.004440076899760226,0.0012802829129633375,0.0008526975485995125,0.007043028322947342,0.01795035786876631,-0.011310650824681856
2012-10-25,-0.004915049901511925,-0.0002215275505961234,0.0042627609655412355,-0.002405184033851704,-0.0056763732499524044,0.001778431930840041,-0.00787533940235996,-0.005562316299696057,0.0,-0.004986458049418996,0.0066384937342733865,-0.0002463661000247086,0.0027700826770222786,-0.0048405841425186455,0.003469516126495709,0.002173436319777622,0.005196508864762528,-0.005169177474449005
